establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|match_company_name|stripped_company_name|company_name_multiple_match
|Crowther Roofing & Sheet Metal||||||||crowther roofing & sheet metal|false
|Crowther Roofing And Cooling||||||||crowther roofing and cooling|false
|Custom Roofing||||||||custom roofing|false
|Cw Roofing And Building Services||||||||cw roofing and building|false
|D & G Roofing Contractors||||||||d & g roofing|false
|D & S Roofing Single Ply Contractors||||||||d & s roofing single ply|false
|D J F Roofing Services||||||||d j f roofing|false
|D J Roofing Contractors||||||||d j roofing|false
|D M B Flat Roofing & Building Services||||||||d m b flat roofing & building|false
|D M Roofing Services||||||||d m roofing|false
|D P Mcnair Roofing Contractors||||||||d p mcnair roofing|false
|D Sewell Roofing Contractor||||||||d sewell roofing contractor|false
|D Townsend Roofing Services||||||||d townsend roofing|false
|D Walker Roofing Specialist||||||||d walker roofing specialist|false
|D. Kerrigan Slaters & Roofing Contractors||||||||d. kerrigan slaters & roofing|false
|D.A. Bridger Asphalte Roofing Contractors||||||||d.a. bridger asphalte roofing|false
|D.Garrison Roofing||||||||d.garrison roofing|false
|D.J. Roofing Supply||||||||d.j. roofing supply|false
|D.J. Scriven Roofing Contractors||||||||d.j. scriven roofing|false
|D.M. Roofing & Construction Services||||||||d.m. roofing &|false
|D.P. Roofing||||||||d.p. roofing|false
|D'Agostino Roofing||||||||d'agostino roofing|false
|Dalco Contractors & Roofing||||||||dalco contractors & roofing|false
|Dale Roberts Construction||||||||dale roberts|false
|Dalkeith Roofing Services||||||||dalkeith roofing|false
|Dallas Commercial Roofs||||||||dallas commercial roofs|false
|Damage and Recovery Solutions||||||||damage and recovery|false
|Dan's Roofing||||||||dan's roofing|false
|Darlington Roofing Contractors||||||||darlington roofing|false
|Davco Roofing & Sheet Metal||||||||davco roofing & sheet metal|false
|David Lundberg Building & Roofing Contractor||||||||david lundberg building & roofing contractor|false
|Davis Roofing And Building Services||||||||davis roofing and building|false
|Davis Roofing Services||||||||davis roofing|false
|Dayton Roofing & Renovation||||||||dayton roofing & renovation|false
|DBS ROOFING AND GENERAL CONTRACTORS||||||||dbs roofing and general|false
|DECRA Metal Roofing||||||||decra metal roofing|false
Deer park Roofing|Deer Park Roofing||1.00|2.00|120.00|297000.00|311803193|'Deer Park Roofing'|deer park roofing|false
Deer Park Roofing Louisville|Deer Park Roofing||1.00|2.00|39.00|91260.00|311803193|'Deer Park Roofing'|deer park roofing|false
|Delta Roofing Services||||||||delta roofing|false
|Deluxe Roofing Contractors & Suppliers||||||||deluxe roofing contractors & suppliers|false
|Derek Lyall Home Improvements||||||||derek lyall home improvements|false
|Design Roofing & General Contractors||||||||design roofing & general|false
|Designer Roofing||||||||designer roofing|false
|Devereux Roofing Services||||||||devereux roofing|false
|Dh Roofing Services||||||||dh roofing|false
MT3 Corporation|Diamond Everley Roofing Contractors||1.00|2.00|45.00|74131.00|481048575|'Diamond Everley Roofing Contractors'|diamond everley roofing|false
|Diamond Roofing & Guttering Services||||||||diamond roofing & guttering|false
|DiGiorgi Roofing & Siding||||||||digiorgi roofing & siding|false
|Direct Roofing & Landscaping Contractors||||||||direct roofing & landscaping|false
|Direct Roofing Services||||||||direct roofing|false
|Diversified Roofing||||||||diversified roofing|false
|Djs Roofing Services||||||||djs roofing|false
|Dodds Roofing Services||||||||dodds roofing|false
|Dominion Siding||||||||dominion siding|false
|Donaldson Door Systems||||||||donaldson door|false
|Done Right Roofing Services||||||||done right roofing|false
|Doug Oliver Development Residential & Commercial Roofing Contractors||||||||doug oliver development residential & commercial roofing|false
|DR. Roofing||||||||dr. roofing|false
|Dri-Con Roofing||||||||dri-con roofing|false
|Drohan Builders||||||||drohan builders|false
|Dry-Line Roofing||||||||dry-line roofing|false
|Dry-Tech Commercial Roofing Services||||||||dry-tech commercial roofing|false
|Drytech Roofing||||||||drytech roofing|false
|DSS Roofing||||||||dss roofing|false
|Dsy Roofing & Building Contractors||||||||dsy roofing & building|false
|Ducks Roofing||||||||ducks roofing|false
|Dunne Roofing Services||||||||dunne roofing|false
|Dura Group (Roofing services)||||||||dura group (roofing services)|false
|Duro-last||||||||duro-last|false
|DVC Commercial Roofing Contractors||||||||dvc commercial roofing|false
|DWS Roofing and Waterproofing Services||||||||dws roofing and waterproofing|false
DSI Energy Solutions LLC|Dynamic National||1.00|2.00|40.00|86400.00||'Dynamic Group LLC'|dynamic|true
Dynamic Manufacturing|Dynamic National||1.00|2.00|34.00|72112.00|203933236|'Dynamic Manufacturing'|dynamic|true
Dynamic Systems INC|Dynamic National||1.00|2.00|46.00|89003.00|274258481|'Dynamic Systems INC'|dynamic|true
Hillside 1|Dynamic National||1.00|3.00|388.00|821469.00|363989759|'Dynamic Manufacturing'|dynamic|true
Hillside 2|Dynamic National||1.00|3.00|247.00|506331.00|363989759|'Dynamic Manufacturing'|dynamic|true
Dynamic National|Dynamic National||1.00|2.00|51.00|86344.00|832750109|'Dynamic Holdings'|dynamic|true
|DYNAMIC ROOFING CONCEPTS||||||||dynamic roofing concepts|false
|E Spoors Roofing & Cladding Services||||||||e spoors roofing & cladding|false
|E-Z General & Roofing Contractors||||||||e-z general & roofing|false
|E. Ross & Sons (Roofing Contractors)||||||||e. ross & sons (roofing contractors)|false
|E.D. Roofing||||||||e.d. roofing|false
|E&E Roofing Services||||||||e&e roofing|false
|Eagle One Roofing Contractors||||||||eagle one roofing|false
|Earl W Johnston Roofing||||||||earl w johnston roofing|false
|East Coast Roofing Contractors||||||||east coast roofing|false
|East Sussex Roofing Contractors||||||||east sussex roofing|false
Eberhard|Eberhard||1.00|2.00|120.00|252766.00|953071086|'Eberhard'|eberhard|false
|EC Roofing & Home Services Direct||||||||ec roofing & home services direct|false
|Ed's Loft Conversions||||||||ed's loft conversions|false
|Eden Queens Roofing Contractors||||||||eden queens roofing|false
|Eden Roofing & General Contractors||||||||eden roofing & general|false
|Edilians||||||||edilians|false
|EEIC Realty (2,922 Square Foot Industrial Property in Stratford, Connecticut)||||||||eeic realty (2,922 square foot industrial property in stratford, connecticut)|false
|Eg Mt Roofing Services||||||||eg mt roofing|false
|Eidsvoll Tak og Håndverkstjenester||||||||eidsvoll tak og håndverkstjenester|false
|Eig Building And Roofing Contractors||||||||eig building and roofing|false
|Ejb Roofing Contractors||||||||ejb roofing|false
|Eldridge (Construction and Engineering)||||||||eldridge (construction and engineering)|false
|Elite Roofing & Cladding Services||||||||elite roofing & cladding|false
|Elite Roofing & Remodel||||||||elite roofing & remodel|false
|Elmer's Roofing||||||||elmer's roofing|false
|Elo Roofing||||||||elo roofing|false
Empire Roofing Inc.|Empire Roofing||1.00|3.00|253.00|486404.00|751828325|'Empire Roofing Inc.'|empire roofing|false
|Empire Roofing Claim Services||||||||empire roofing claim|false
Empire Roofing Inc.|Empire Roofing Contractors||1.00|3.00|253.00|486404.00|751828325|'Empire Roofing Inc.'|empire roofing|false
Empire Roofing Inc.|Empire Roofing Services||1.00|3.00|253.00|486404.00|751828325|'Empire Roofing Inc.'|empire roofing|false
|Empire Roofing Services (Oxford)||||||||empire roofing services (oxford)|false
|Energy Advantage Roofing and Solar||||||||energy advantage roofing and solar|false
|Enviro Tech Roofing Services||||||||enviro tech roofing|false
|Enviroshake||||||||enviroshake|false
|EnviroShield Roofing Services||||||||enviroshield roofing|false
|Envision Roofing Services||||||||envision roofing|false
|Erie Home||||||||erie home|false
|Eskola||||||||eskola|false
|Essence Roofing And Building Services||||||||essence roofing and building|false
|Essex Roofing & Building Services||||||||essex roofing & building|false
|Essex Roofing & Solar||||||||essex roofing & solar|false
|Eustis Roofing||||||||eustis roofing|false
|Evans Roofing Company||||||||evans roofing|false
|Everdry Roofing Services||||||||everdry roofing|false
|Evergreen Roofing (Services Non-Financial)||||||||evergreen roofing (services non-financial)|false
|Excalibur Roofing Services||||||||excalibur roofing|false
|Excel Roofing Contractors||||||||excel roofing|false
|EXCEL ROOFING SERVICES||||||||excel roofing|false
|Expert Roofing Services||||||||expert roofing|false
|Exterior Solutions by Craig's Roofing||||||||exterior solutions by craig's roofing|false
|F M Roofing Services||||||||f m roofing|false
|F P Roofing Services||||||||f p roofing|false
|F-Wave||||||||f-wave|false
|Fargo Roofing & Siding||||||||fargo roofing & siding|false
Farrell Roofing, Inc|Farrell Roofing||1.00|2.00|30.00|2874150.00|208890407|'Farrell Roofing, Inc'|farrell roofing|false
|FCR Services LLC (DBA FairClaims Roofing & Construction)||||||||fcr services llc (dba fairclaims roofing & construction)|false
Shanco Companies|Feazel Roofing||1.00|2.00|38.00|57073.00|743062023|'Feazel Roofing'|feazel roofing|false
|Felt Roofing Contractors Bristol||||||||felt roofing contractors bristol|false
|Ferris Roofing Contractors||||||||ferris roofing|false
|Finley's Roofing||||||||finley's roofing|false
|Firefighter Roofing||||||||firefighter roofing|false
|First Rate Roofing Services||||||||first rate roofing|false
|Fischer Roofing Contractors||||||||fischer roofing|false
|Five Star Roofing Consultants & Services||||||||five star roofing consultants &|false
|five star roofing contractors||||||||five star roofing|false
|Fk Facades||||||||fk facades|false
|Fleet Roofing And Scaffolding Services||||||||fleet roofing and scaffolding|false
|Flynn Group of Companies||||||||flynn group of companies|false
|Forbes Roofing Services||||||||forbes roofing|false
|Forbister Roofing Inc. Roofing Siding Windows||||||||forbister roofing inc. roofing siding windows|false
|Fort Wayne Roofing||||||||fort wayne roofing|false
|FOX Roofing & General Contractors||||||||fox roofing & general|false
|Fox Roofing Services||||||||fox roofing|false
|Foxcroft Roofing Services||||||||foxcroft roofing|false
|Francisco's Roofing||||||||francisco's roofing|false
|Front Range Roofing Systems||||||||front range roofing|false
|Fry's Roofing||||||||fry's roofing|false
|Ft Roofing Services||||||||ft roofing|false
|Full Service Roofing Contractor, Cs Roofing Company||||||||full service roofing contractor, cs roofing|false
|Funderburk Roofing||||||||funderburk roofing|false
|G & L Roofing Investments||||||||g & l roofing|false
|G And L Roofing Contractors And Son||||||||g and l roofing contractors and son|false
|G Lee Roofing Services||||||||g lee roofing|false
|G.S. Moore Roofing Contractors||||||||g.s. moore roofing|false
|G.S.R. Roofing||||||||g.s.r. roofing|false
|Galaxy Roofing Services||||||||galaxy roofing|false
Galloway Roofing, LLC|Galloway Roofing||1.00|2.00|44.00|90030.00|454152916|'Galloway Roofing'|galloway roofing|false
|Gannon Wholesale||||||||gannon wholesale|false
|Garabar, Inc: Roofing Contractor||||||||garabar, inc: roofing contractor|false
|Garon-teed Roofing||||||||garon-teed roofing|false
|Garrison Roofing Contractors||||||||garrison roofing|false
|Gb Roofing Contractors||||||||gb roofing|false
|Gb Roofing Services||||||||gb roofing|false
|GC Restoration||||||||gc restoration|false
|Gc Roofing Contractors||||||||gc roofing|false
|Gd Roofing Services||||||||gd roofing|false
|Gdi Roofing Support Services||||||||gdi roofing support|false
|GeneralRoofing||||||||generalroofing|false
|Gk Roofing Services||||||||gk roofing|false
Global Roofing Group|Global Roofing Group||1.00|3.00|385.00|950000.00|860254394|'Global Roofing Group'|global roofing|false
|Global Roofing Group (Acquired)||||||||global roofing group (acquired)|false
|Gold Medal Roofing||||||||gold medal roofing|false
|Good Contractors Roofing and Restoration||||||||good contractors roofing and restoration|false
|Gorman Roofing Services||||||||gorman roofing|false
|Goto Roofing Services||||||||goto roofing|false
|Gradient Roofing Services||||||||gradient roofing|false
|GRAHAM BARKER ROOFING SERVICES||||||||graham barker roofing|false
|Great Gen & Roofing Contractor||||||||great gen & roofing contractor|false
|Great Roofing & Restoration||||||||great roofing & restoration|false
|Greenough & Sons Roofing Contractors||||||||greenough & sons roofing|false
|Greyhawk Roofing||||||||greyhawk roofing|false
|Grove Roofing||||||||grove roofing|false
|Grove Roofing Contractors||||||||grove roofing|false
|Gt Roofing Services||||||||gt roofing|false
|Guardian Roofing||||||||guardian roofing|false
|Guardian Roofing Systems||||||||guardian roofing|false
|Gulf-Tex Roofing & Services||||||||gulf-tex roofing &|false
|Gustafson Roofing||||||||gustafson roofing|false
|Guy Brothers Roofing||||||||guy brothers roofing|false
|H & S Roofing Contractors||||||||h & s roofing|false
|H. Recinos Roofing Contractors||||||||h. recinos roofing|false
|H.P. Roofing||||||||h.p. roofing|false
|H&H Local Roofing Services||||||||h&h local roofing|false
|H&K Roofing Contractors||||||||h&k roofing|false
|H&S Roofing Company||||||||h&s roofing|false
Hamilton Roofing Inc|Hamilton Roofing||1.00|2.00|37.00|30450.00||'Hamilton Roofing Inc'|hamilton roofing|false
|Hammersmith Management||||||||hammersmith|false
|Hammertime Contractors||||||||hammertime|false
|Hamptons Roofing Contractor||||||||hamptons roofing contractor|false
|Hancock Claims Consultants||||||||hancock claims consultants|false
|Handyman Roofing||||||||handyman roofing|false
|Harmony Roofing Services||||||||harmony roofing|false
|Harrison's Roofing||||||||harrison's roofing|false
|Hartsfield Roofing & Construction||||||||hartsfield roofing &|false
|Harwood Roofing Contractors||||||||harwood roofing|false
|Haus Roofing And Construction Services||||||||haus roofing and|false
|Hayden Roofing Contractors||||||||hayden roofing|false
|Heidler Roofing Services||||||||heidler roofing|false
|Helix Roofing Contractors||||||||helix roofing|false
|Helix Roofing Contractors Holdings||||||||helix roofing|false
|Heritage Roofing Midlands||||||||heritage roofing midlands|false
|Heritage Roofing Services||||||||heritage roofing|false
|Heritage Roofing.||||||||heritage roofing|false
|Herman's Supply||||||||herman's supply|false
|Hernandez Services Roofing||||||||hernandez services roofing|false
|Hero Roofing||||||||hero roofing|false
|Herts Beds & Bucks Roofing Services||||||||herts beds & bucks roofing|false
|Herts Roofing Contractors||||||||herts roofing|false
|Hf Contractor||||||||hf contractor|false
|Hi-Tech Roofing & Sheet Metal||||||||hi-tech roofing & sheet metal|false
|High Point Roofing & Remodeling||||||||high point roofing & remodeling|false
HIGHLAND COMMERCIAL ROOFING INC. Oakland|Highland Commercial Roofing||1.00|2.00|21.00|41336.00|262593390|'HIGHLAND COMMERCIAL ROOFING, INC.'|highland commercial roofing|false
|Hjr Roofing Services||||||||hjr roofing|false
Holland Roofing of Cincinnati|Holland Roofing||1.00|2.00|39.00|87678.00|611124883|'Holland Roofing'|holland roofing|false
|Holtzlander Roofing and Services||||||||holtzlander roofing and|false
|Home Pro Roofing||||||||home pro roofing|false
|Honest Abe Roofing||||||||honest abe roofing|false
|Hopkins Custom Roofing||||||||hopkins custom roofing|false
|Horvath Roofing||||||||horvath roofing|false
|Howell Roofing Services||||||||howell roofing|false
|Hrs (Roofing Services)||||||||hrs (roofing services)|false
|Hulsey Environmental Services||||||||hulsey environmental|false
|Hunt Roofing And Property Services||||||||hunt roofing and property|false
|I C Roofing Services||||||||i c roofing|false
|I H Roofing Services||||||||i h roofing|false
|I-57 Roofing||||||||i-57 roofing|false
|I. Higginson And Sons Roofing And Building Contractors||||||||i. higginson and sons roofing and building|false
|I. Reid & Sons (Roofing Contractors)||||||||i. reid & sons (roofing contractors)|false
|I.A.N. Roofing||||||||i.a.n. roofing|false
|IES Roofing Services||||||||ies roofing|false
|Imperial Roofing Contractor||||||||imperial roofing contractor|false
|Impington Roofing Services Ltd Cambridge||||||||impington roofing services ltd cambridge|false
|Independent Roofing Contractor||||||||independent roofing contractor|false
|Infinity Roofing and Siding||||||||infinity roofing and siding|false
|Infinity Roofing Contractors||||||||infinity roofing|false
|Inman Roofing Services||||||||inman roofing|false
|Insulated Roofing Contractors||||||||insulated roofing|false
|Integral Roofing And Maintenance Services||||||||integral roofing and maintenance|false
|Integrity Roofing & Construction||||||||integrity roofing &|false
|Integrity Roofing & Gutters||||||||integrity roofing & gutters|false
|Integrity Roofing & Painting||||||||integrity roofing & painting|false
|Interlock Metal Roofing||||||||interlock metal roofing|false
|Intermountain West Contractors - Roofing||||||||intermountain west contractors - roofing|false
Commercial Roofing Contractor|Interstate Roofing||1.00|2.00|41.00|87569.00||'Interstate Roofing Co Inc'|interstate roofing|true
Interstate Roofing, Inc.|Interstate Roofing||1.00|2.00|59.00|106606.00|930963870|'Interstate Roofing, Inc.'|interstate roofing|true
Commercial Roofing Contractor|Interstate Roofing Company||1.00|2.00|41.00|87569.00||'Interstate Roofing Co Inc'|interstate roofing|true
Interstate Roofing, Inc.|Interstate Roofing Company||1.00|2.00|59.00|106606.00|930963870|'Interstate Roofing, Inc.'|interstate roofing|true
|IOWA ROOFING CONTRACTORS ASSOCIATION||||||||iowa roofing contractors association|false
|IPS (Compton)||||||||ips (compton)|false
|Irish Roofing & Exteriors||||||||irish roofing & exteriors|false
|Izzard Roofing Services||||||||izzard roofing|false
|J & L Welch Roofing & Paving Services||||||||j & l welch roofing & paving|false
|J & S Roofing And Bricklaying Contractors||||||||j & s roofing and bricklaying|false
|J A Territt Roofing Services||||||||j a territt roofing|false
|J Baguley Roofing Services||||||||j baguley roofing|false
|J Bullman & Sons Building & Roofing Contractors||||||||j bullman & sons building & roofing|false
|J P ROOFING SERVICES||||||||j p roofing|false
|J Price Roofing Contractors||||||||j price roofing|false
|J. McFarland Roofing and General Contractor||||||||j. mcfarland roofing and general contractor|false
|J.A.L Roofing||||||||j.a.l roofing|false
|J.G. Roofing||||||||j.g. roofing|false
|J.O. Fox & Sons||||||||j.o. fox & sons|false
|J&K Roofing||||||||j&k roofing|false
|J&m Contractors Of South Florida Inc. (Roofing Division)||||||||j&m contractors of south florida inc. (roofing division)|false
|J&M Roofing Services||||||||j&m roofing|false
|Ja-Mar Roofing & Sheet Metal||||||||ja-mar roofing & sheet metal|false
|Jacksonville Roofing Contractor Emco Roofing||||||||jacksonville roofing contractor emco roofing|false
|Jacksonville Roofing Contractors||||||||jacksonville roofing|false
|Jacobs Roofing Services||||||||jacobs roofing|false
|Jamie Roofing Contractor||||||||jamie roofing contractor|false
|Janney Roofing||||||||janney roofing|false
|Jay-Mar Roofing||||||||jay-mar roofing|false
|Jay's Roofing||||||||jay's roofing|false
|Jbk Roofing Services||||||||jbk roofing|false
|Jbl Roofing & Building Maintenance Contractors||||||||jbl roofing & building maintenance|false
|Jbs Roofing Services||||||||jbs roofing|false
|JC Built Roofing Contractor Poway||||||||jc built roofing contractor poway|false
|Jc Roofing & Building Services (UK)||||||||jc roofing & building services (uk)|false
|Jcs Roofing Services||||||||jcs roofing|false
|Jdl Roofing Services||||||||jdl roofing|false
|JE Fournier Chimney & Roofing Contractors||||||||je fournier chimney & roofing|false
|Jeff Harris Roofing Services||||||||jeff harris roofing|false
|JF Baker's Sons Roofing Contractors||||||||jf baker's sons roofing|false
|Jh Roofing Services||||||||jh roofing|false
|JK PRO ROOFING||||||||jk pro roofing|false
|JL Roofing Contractors||||||||jl roofing|false
|Jlp Roofing Contractors||||||||jlp roofing|false
|Jlr Services Southern||||||||jlr services southern|false
|Jme Roofing Services||||||||jme roofing|false
|Jobba Trade Technologies||||||||jobba trade|false
|JOE'S ROOFING||||||||joe's roofing|false
|John Cossey Roofing & Maintenance Contractors||||||||john cossey roofing & maintenance|false
|John Flowers||||||||john flowers|false
|John Hogan Roofing||||||||john hogan roofing|false
|John Minter Roofing Contractor & Construction||||||||john minter roofing contractor &|false
|John Price Roofing Contractors||||||||john price roofing|false
|John Turner Roofing & Building Services||||||||john turner roofing & building|false
|Jolly Roofing||||||||jolly roofing|false
|Jonathan Roberts Roofing Contractors||||||||jonathan roberts roofing|false
|Jtl Roofing Services||||||||jtl roofing|false
|Jtmp Roofing Services||||||||jtmp roofing|false
|Julian Roofing Services||||||||julian roofing|false
|jurin roofing services||||||||jurin roofing|false
|Jurin Roofing Services Inc. of Florida||||||||jurin roofing services inc. of florida|false
|Jw Roofing Contractors||||||||jw roofing|false
|Jw Roofing Services, Warren Cross Roofing Inc. Dba||||||||jw roofing services, warren cross roofing inc. dba|false
|Jwm Roofing And Property Services||||||||jwm roofing and property|false
|K & M Roofing And Building Services||||||||k & m roofing and building|false
|K & S Roofing Contractors||||||||k & s roofing|false
|K Humphries & Sons Roofing Contractors||||||||k humphries & sons roofing|false
|K R Roofing & Building Services||||||||k r roofing & building|false
|K Waddington And Sons Roofing Contractors||||||||k waddington and sons roofing|false
|K. A. Newman Roofing Services||||||||k. a. newman roofing|false
|K.A.S Roofing||||||||k.a.s roofing|false
|K.N. Tagdækning||||||||k.n. tagdækning|false
|K&M Services Roofing and Construction||||||||k&m services roofing and|false
|Kairos Roofing||||||||kairos roofing|false
Kalkreuth Roofing & Sheet Metal, Inc.|Kalkreuth Roofing & Sheet Metal||1.00|2.00|173.00|300091.00|550647319|'Kalkreuth Roofing & Sheet Metal, Inc.'|kalkreuth roofing & sheet metal|false
|Karl Terry Roofing Contractors||||||||karl terry roofing|false
|Katy's Best Roofing & Siding Services||||||||katy's best roofing & siding|false
|Kbl Roofing Contractor||||||||kbl roofing contractor|false
|Kellock Roofing Services||||||||kellock roofing|false
|Kelly Roofing||||||||kelly roofing|false
|Kemp Roofing Contractors||||||||kemp roofing|false
|Ken's Parkhill Roofing||||||||ken's parkhill roofing|false
|Kennedy Roofing Services 1990||||||||kennedy roofing services 1990|false
|Keystone Commercial Roofing (Construction and Engineering)||||||||keystone commercial roofing (construction and engineering)|false
|Keystone Roofing Systems||||||||keystone roofing|false
D.R. Kidd Company Inc.|Kidd Roofing||1.00|2.00|101.00|187358.00|742736561|'Kidd Roofing'|kidd roofing|false
|Kilty Roofing Services||||||||kilty roofing|false
|King Quality||||||||king quality|false
|King Roofing Services||||||||king roofing|false
|King's Roofing||||||||king's roofing|false
Kingdom Roofing Systems LLC|Kingdom Roofing Systems||1.00|2.00|30.00|65000.00|454779766|'Kingdom Roofing Systems'|kingdom roofing|false
|Kirkin Exteriors||||||||kirkin exteriors|false
|Kirtley & Sons Roofing||||||||kirtley & sons roofing|false
|Klaus Roofing Systems||||||||klaus roofing|false
|Knight Commercial||||||||knight commercial|false
|Knight Roofing||||||||knight roofing|false
|Kodiak Roofing And Waterproofing||||||||kodiak roofing and waterproofing|false
|L J Teal Roofing Services||||||||l j teal roofing|false
|L Oliver And Son Roofing Contractors||||||||l oliver and son roofing|false
|L S Roofing Services||||||||l s roofing|false
|L. Hough Building & Roofing Services||||||||l. hough building & roofing|false
|L. K. Roofing Services||||||||l. k. roofing|false
|L.I Roofing||||||||l.i roofing|false
|L.I.D. Roofing||||||||l.i.d. roofing|false
|L.T.C. Roofing And Building Services||||||||l.t.c. roofing and building|false
|Lafayette Roofing & General Contractors||||||||lafayette roofing & general|false
|Lake Champlain Roofing||||||||lake champlain roofing|false
|Lakeside Roofing Company (Commercial services)||||||||lakeside roofing company (commercial services)|false
|Landmark Roofing Services||||||||landmark roofing|false
Latite Roofing and Sheet Metal|Latite Roofing and Sheet Metal||1.00|3.00|390.00|832369.00|208965748|'Latite Roofing and Sheet Metal'|latite roofing and sheet metal|false
|Lavalion Roofing and Home Services||||||||lavalion roofing and home|false
|Lavey Roofing Services||||||||lavey roofing|false
|Lc Roofing Contractors||||||||lc roofing|false
|Lee Moore & Sons Roofing Services||||||||lee moore & sons roofing|false
Legacy roofing Services LLC|Legacy Roofing||1.00|2.00|150.00|277717.00|842210872|'Legacy Roofing Services LLC'|legacy roofing|true
Legacy Roofing, Inc|Legacy Roofing||1.00|2.00|50.00|10400.00|824442952|'Legacy Roofing, Inc.'|legacy roofing|true
|Legacy Roofing (Commercial Services)||||||||legacy roofing (commercial services)|false
|Leicestershire Roofing Services||||||||leicestershire roofing|false
|Len's Roofing||||||||len's roofing|false
|Lenaghen Roofing Services||||||||lenaghen roofing|false
|Leo's Roofing||||||||leo's roofing|false
|Letner Roofing||||||||letner roofing|false
|Lewis Bros Roofing Contractors||||||||lewis bros roofing|false
|Lf Roofing Services||||||||lf roofing|false
|Lifetime Quality||||||||lifetime quality|false
|Lifetime Roofing||||||||lifetime roofing|false
|Lindholm Roofing||||||||lindholm roofing|false
|Lindsay Roofing Contractors||||||||lindsay roofing|false
|Linear Roofing & General Contractors||||||||linear roofing & general|false
|Lloyd Roofing and Construction||||||||lloyd roofing and|false
|Lloyd Roofing Company||||||||lloyd roofing|false
|Lloyd's Quality Roofing||||||||lloyd's quality roofing|false
|Local Roofing||||||||local roofing|false
|Lockhart Roofing And Brickwork Services||||||||lockhart roofing and brickwork|false
|Long Home Products||||||||long home products|false
|Louisiana Roofing Contractors||||||||louisiana roofing|false
|Lowden Roofing Contractors||||||||lowden roofing|false
|Lr Roofing Services||||||||lr roofing|false
|Lrf Roofing Services||||||||lrf roofing|false
|Lubbock Roofing Contractor||||||||lubbock roofing contractor|false
|Lynch Roofing Services (Ballaghaderreen)||||||||lynch roofing services (ballaghaderreen)|false
|Lyon Metal Roofing||||||||lyon metal roofing|false
|M & C Roofing Contractors||||||||m & c roofing|false
|M & H Building & Roofing Services||||||||m & h building & roofing|false
|M B Roofing Services||||||||m b roofing|false
|M Cook & Son Roofing Contractors||||||||m cook & son roofing|false
|M J Daines Roofing Services||||||||m j daines roofing|false
|M J Mcauley Roofing Contractors||||||||m j mcauley roofing|false
|M J Sissons Roofing Services||||||||m j sissons roofing|false
|M Marchant Specialist Lead Roofing Contractors||||||||m marchant specialist lead roofing|false
|M Thorp Roofing Contractors||||||||m thorp roofing|false
|M. Henrickson Flat Roofing Services||||||||m. henrickson flat roofing|false
|M. Thompson Roofing Services||||||||m. thompson roofing|false
|M.A.R. Roofing Services||||||||m.a.r. roofing|false
|M.A.T Roofing||||||||m.a.t roofing|false
|M.A.V. Roofing||||||||m.a.v. roofing|false
|M.C Roofing||||||||m.c roofing|false
|M3 Roofing Contractors Miami||||||||m3 roofing contractors miami|false
|Ma Hooley (Roofing Contractors)||||||||ma hooley (roofing contractors)|false
|Mac Roofing Services||||||||mac roofing|false
|Maccabees Roofing Contractors||||||||maccabees roofing|false
Mahaney Group|Mahaney Group||1.00|2.00|125.00|249094.00||'Mahaney Group'|mahaney|false
|Malarkey Roofing Co||||||||malarkey roofing|false
|Mallard Roofing Group||||||||mallard roofing|false
|Malone Roofing||||||||malone roofing|false
|Mammoth Roofing Services||||||||mammoth roofing|false
|Manhattan Roofing Contractors Nyc||||||||manhattan roofing contractors nyc|false
|Manning Dakbedekking||||||||manning dakbedekking|false
|Manny's Roofing||||||||manny's roofing|false
|Marathon Roofing & Services||||||||marathon roofing &|false
|Marc Richardson Building Services||||||||marc richardson building|false
|Mardel Roofing Contractors||||||||mardel roofing|false
|Marios||||||||marios|false
|Mark & Son Roof and General Contracting||||||||mark & son roof and general contracting|false
|Mark Game Roofing Contractor||||||||mark game roofing contractor|false
|Mark Nelson 1st Class Roofing Services||||||||mark nelson 1st class roofing|false
|Marley Paul Smith Roofing Services||||||||marley paul smith roofing|false
|Marshels Roofing Contractors||||||||marshels roofing|false
|Martin Roofing Services||||||||martin roofing|false
|Martin Solar||||||||martin solar|false
|Martin-Tomlinson Roofing||||||||martin-tomlinson roofing|false
Massey Construction|Massey Construction Group||1.00|2.00|44.00|89141.00|620803203|'Massey Construction'|massey|true
Massey Services #10|Massey Construction Group||1.00|2.00|14.00|27790.00|592557150|'Massey Services Inc'|massey|true
Massey Services #105|Massey Construction Group||1.00|2.00|21.00|39335.00|592557150|'Massey Services Inc'|massey|true
Massey Services #11|Massey Construction Group||1.00|2.00|15.00|28954.00|592557150|'Massey Services Inc'|massey|true
Massey Services #113|Massey Construction Group||1.00|2.00|22.00|48304.00|592557150|'Massey Services Inc'|massey|true
Massey Services #154|Massey Construction Group||1.00|2.00|15.00|28775.00|592557150|'Massey Services Inc'|massey|true
Massey Services #161|Massey Construction Group||1.00|2.00|13.00|30007.00|592557150|'Massey Services Inc'|massey|true
Massey Services #56|Massey Construction Group||1.00|2.00|29.00|59762.00|592557150|'Massey Services Inc'|massey|true
Massey Services 14|Massey Construction Group||1.00|2.00|18.00|34486.00|592557150|'Massey Services Inc'|massey|true
