establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
USG Interiors Walworth|USG|WI|1.00|2.00|46.00|102717.00|453811432|'USG Corporation'|usg|false
USG Interiors Westlake|USG|OH|1.00|2.00|165.00|319372.00|453811432|'USG Corporation'|usg|false
US Gypsum Galena Park|USG|TX|1.00|2.00|188.00|406684.00|361898410|'USG Corporation'|usg|false
US Gypsum North Kansas City|USG|MO|1.00|2.00|50.00|106695.00|361898410|'USG Corporation'|usg|false
US Gypsum Oakfield|USG|NY|1.00|2.00|110.00|215307.00|361898410|'USG Corporation'|usg|false
Upson Company|Upson Company|ID|1.00|2.00|60.00|163078.00|820455046|'Upson Company'|upson|false
US Gypsum Otsego|USG|MI|1.00|2.00|131.00|275412.00|204479731|'USG Corporation'|usg|false
Schrader Roofing Inc.|Schrader Roofing Inc.|TX|1.00|2.00|22.00|26410.00|752490574|'Schrader Roofing Inc.'|schrader roofing|false
US Gypsum Baltimore|USG|MD|1.00|2.00|187.00|390976.00|361898410|'USG Corporation'|usg|false
US Gypsum Dallas|USG|TX|1.00|2.00|52.00|125175.00|361898410|'USG Corporation'|usg|false
USG|USG|CO|1.00|1.00|9.00|17055.00|361898410|'USG Corporation'|usg|false
US Gypsum Detroit|USG|MI|1.00|2.00|108.00|221324.00|361898410|'USG Corporation'|usg|false
US Gyspum Fort Dodge|USG|IA|1.00|2.00|121.00|249797.00|361898410|'USG Corporation'|usg|false
US Gypsum Gypsum|USG|OH|1.00|3.00|258.00|519396.00|361898410|'USG Corporation'|usg|false
US Gypsum New Orleans|USG|LA|1.00|2.00|61.00|127322.00|361898410|'USG Corporation'|usg|false
US Gypsum Phoenix|USG|AZ|1.00|2.00|21.00|42736.00|361898410|'USG Corporation'|usg|false
US Gypsum Port Reading|USG|NJ|1.00|2.00|69.00|146687.00|361898410|'USG Corporation'|usg|false
US Gypsum Southard|USG|OK|1.00|2.00|208.00|440722.00|361898410|'USG Corporation'|usg|false
US Gypsum Torrance|USG|CA|1.00|2.00|42.00|81630.00|361898410|'USG Corporation'|usg|false
US Gypsum Weirton|USG|WV|1.00|2.00|24.00|46524.00|361898410|'USG Corporation'|usg|false
US Gypsum Aliquippa|USG|PA|1.00|2.00|144.00|296839.00|361898410|'USG Corporation'|usg|false
2800|CentiMark Corporation|MO|1.00|2.00|39.00|58403.00|251194990|'CentiMark Corporation'|centimark|false
2701|CentiMark Corporation|NE|1.00|2.00|38.00|53347.00|251194990|'CentiMark Corporation'|centimark|false
OSHAA 300A|Monarch Construction|OH|2.00|2.00|50.00|108637.00|311122357|'Monarch Consulting Services'|monarch|false
2900|CentiMark Corporation|PA|1.00|2.00|61.00|75889.00|251194990|'CentiMark Corporation'|centimark|false
2300|CentiMark Corporation|MI|1.00|2.00|27.00|47392.00|251194990|'CentiMark Corporation'|centimark|false
2910|CentiMark Corporation|NY|1.00|2.00|53.00|84232.00|251194990|'CentiMark Corporation'|centimark|false
3450|CentiMark Corporation|TN|1.00|2.00|51.00|83843.00|251194990|'CentiMark Corporation'|centimark|false
3600|CentiMark Corporation|TX|1.00|2.00|76.00|97783.00|251194990|'CentiMark Corporation'|centimark|false
4100|CentiMark Corporation|GA|1.00|2.00|88.00|115386.00|251194990|'CentiMark Corporation'|centimark|false
3610|CentiMark Corporation|TX|1.00|2.00|77.00|144539.00|251194990|'CentiMark Corporation'|centimark|false
4210|CentiMark Corporation|NC|1.00|2.00|52.00|110081.00|251194990|'CentiMark Corporation'|centimark|false
4300|CentiMark Corporation|NC|1.00|2.00|110.00|199958.00|251194990|'CentiMark Corporation'|centimark|false
4400|CentiMark Corporation|TN|1.00|2.00|38.00|53469.00|251194990|'CentiMark Corporation'|centimark|false
4750|CentiMark Corporation|FL|1.00|2.00|82.00|116226.00|251194990|'CentiMark Corporation'|centimark|false
4800|CentiMark Corporation|FL|1.00|2.00|41.00|67682.00|251194990|'CentiMark Corporation'|centimark|false
5110|CentiMark Corporation|ID|1.00|2.00|30.00|78291.00|251194990|'CentiMark Corporation'|centimark|false
US Gypsum Rainier|USG|OR|1.00|2.00|110.00|216797.00|361898410|'USG Corporation'|usg|false
US Gypsum Jacksonville|USG|FL|1.00|2.00|203.00|403343.00|361898410|'USG Corporation'|usg|false
US Gypsum Norfolk|USG|VA|1.00|1.00|2.00|4207.00|361898410|'USG Corporation'|usg|false
US Gypsum Plaster City|USG|CA|1.00|3.00|254.00|543318.00|361898410|'USG Corporation'|usg|false
US Gypsum Sigurd|USG|UT|1.00|2.00|107.00|208472.00|361898410|'USG Corporation'|usg|false
US Gypsum Sperry|USG|IA|1.00|2.00|194.00|415699.00|361898410|'USG Corporation'|usg|false
US Gypsum Sweetwater|USG|TX|1.00|2.00|241.00|488333.00|361898410|'USG Corporation'|usg|false
USG Corporation Chicago Construction|USG|IL|1.00|1.00|18.00|43802.00|361898410|'USG Corporation'|usg|false
US Gypsum Shoals|USG|IN|1.00|2.00|223.00|439154.00|361898410|'USG Corporation'|usg|false
US Gypsum Washingtonville|USG|PA|1.00|3.00|160.00|269121.00|361898410|'USG Corporation'|usg|false
US Gypsum Auburn|USG|WA|1.00|3.00|48.00|92163.00|361898410|'USG Corporation'|usg|false
United States Gypsum Co, Bridgeport Plant|USG|AL|1.00|2.00|195.00|393692.00|361898410|'USG Corporation'|usg|false
US Gypsum East Chicago|USG|IN|1.00|2.00|141.00|291733.00|361898410|'USG Corporation'|usg|false
Alumni Roofing Lexington|Alumni Roofing Co.|OH|1.00|2.00|23.00|44353.00|341865113|'Alumni Roofing Company'|alumni roofing|false
Corporate Office|RENCO Roofing|AZ|1.00|2.00|65.00|123711.00|010813574|'RENCO Roofing'|renco roofing|false
PAGE, INC d/b/a Save-A-Lot|PAGE, INC|KY|1.00|2.00|27.00|37673.00|611209618|'Page'|page|false
Rockwell Roofing, Inc.|Rockwell Roofing, Inc.|MA|1.00|2.00|47.00|140247.00|042652947|'Rockwell Roofing Inc.'|rockwell roofing|false
IKO Northeast Inc|IKO Industries|MD|1.00|2.00|60.00|83074.00|611847605|'IKO Industries'|iko|false
General Coatings Manufacturing Corp.|General Coatings Manufacturing Corp.|CA|1.00|2.00|41.00|85122.00|461269090|'General Coatings Manufacturing Corp.'|general coatings|false
NM|Commercial Roofing, LLC.|NM|1.00|2.00|36.00|74370.00|850457633|'Commercial Roofing Co. LLC', 'Commercial Roofing LLC', 'Commercial Roofing Systems Inc.'|commercial roofing|true
Holland Roofing of Cincinnati|Holland Roofing|KY|1.00|2.00|39.00|87678.00|611124883|'Holland Roofing Co. Inc.', 'Holland Roofing Group'|holland roofing|true
Lowell CSMI|Central States Manufacturing|AR|1.00|2.00|200.00|584405.00|710551254|'Central States Manufacturing'|central states|false
ST. Peters CSMI|Central States Manufacturing|MO|1.00|2.00|54.00|104981.00|710551254|'Central States Manufacturing'|central states|false
Seguin CSMI|Central States Manufacturing|TX|1.00|2.00|70.00|123101.00|710551254|'Central States Manufacturing'|central states|false
Scottsville CSMI|Central States Manufacturing|KY|1.00|2.00|38.00|69843.00|710551254|'Central States Manufacturing'|central states|false
Mount Airy CSMI|Central States Manufacturing|NC|1.00|2.00|83.00|137950.00|710551254|'Central States Manufacturing'|central states|false
Michigan City CSMI|Central States Manufacturing|IN|1.00|2.00|71.00|120162.00|710551254|'Central States Manufacturing'|central states|false
Jasper CSMI|Central States Manufacturing|AL|1.00|2.00|118.00|197335.00|710551254|'Central States Manufacturing'|central states|false
Hartford CSMI|Central States Manufacturing|SD|1.00|2.00|70.00|122585.00|710551254|'Central States Manufacturing'|central states|false
Graniteville CSMI|Central States Manufacturing|SC|1.00|2.00|40.00|46146.00|710551254|'Central States Manufacturing'|central states|false
Owens Corning Irving Roofing & Asphalt Plant LLC|Owens Corning|TX|1.00|2.00|198.00|504157.00||'Owens Corning'|owens corning|false
Claysburg CSMI|Central States Manufacturing|PA|1.00|2.00|80.00|153147.00|710551254|'Central States Manufacturing'|central states|false
Kulp's Of Stratford|Kulp's Of Stratford|WI|1.00|2.00|39.00|65820.00|391915695|'Kulp's of Stratford LLC'|kulp's of stratford|false
Asheville|Baker Roofing|NC|1.00|1.00|21.00|45213.00|560130810|'Baker Roofing Co.'|baker roofing|false
Baker Service|Baker Roofing|NC|1.00|1.00|58.00|106905.00|560130810|'Baker Roofing Co.'|baker roofing|false
Birmingham|Baker Roofing|AL|1.00|1.00|9.00|14454.00|560130810|'Baker Roofing Co.'|baker roofing|false
Charleston|Baker Roofing|SC|1.00|1.00|60.00|120190.00|560130810|'Baker Roofing Co.'|baker roofing|false
Charlotte|Baker Roofing|NC|1.00|1.00|60.00|125424.00|560130810|'Baker Roofing Co.'|baker roofing|false
Chattanooga|Baker Roofing|TN|1.00|1.00|17.00|33953.00|560130810|'Baker Roofing Co.'|baker roofing|false
Coating|Baker Roofing|NC|1.00|1.00|11.00|26399.00|560130810|'Baker Roofing Co.'|baker roofing|false
Columbia|Baker Roofing|SC|1.00|1.00|7.00|16364.00|560130810|'Baker Roofing Co.'|baker roofing|false
Garden Roofing|Baker Roofing|NC|1.00|1.00|10.00|16826.00|560130810|'Baker Roofing Co.'|baker roofing|false
Greensboro|Baker Roofing|NC|1.00|1.00|54.00|109642.00|560130810|'Baker Roofing Co.'|baker roofing|false
Greenville|Baker Roofing|NC|1.00|1.00|11.00|20199.00|560130810|'Baker Roofing Co.'|baker roofing|false
Greenville SC|Baker Roofing|SC|1.00|1.00|11.00|21375.00|560130810|'Baker Roofing Co.'|baker roofing|false
Memphis|Baker Roofing|TN|1.00|1.00|12.00|21553.00|560130810|'Baker Roofing Co.'|baker roofing|false
Myrtle Beach|Baker Roofing|SC|1.00|1.00|17.00|28432.00|560130810|'Baker Roofing Co.'|baker roofing|false
Nashville|Baker Roofing|TN|1.00|1.00|38.00|83050.00|560130810|'Baker Roofing Co.'|baker roofing|false
Orlando|Baker Roofing|FL|1.00|1.00|39.00|87956.00|560130810|'Baker Roofing Co.'|baker roofing|false
Baker Roofing Corporate|Baker Roofing|NC|1.00|1.00|289.00|616759.00|560130810|'Baker Roofing Co.'|baker roofing|false
Residential|Baker Roofing|NC|1.00|1.00|73.00|149150.00|560130810|'Baker Roofing Co.'|baker roofing|false
Residential Branches|Baker Roofing|NC|1.00|1.00|19.00|35645.00|560130810|'Baker Roofing Co.'|baker roofing|false
Restoration|Baker Roofing|NC|1.00|1.00|22.00|46705.00|560130810|'Baker Roofing Co.'|baker roofing|false
1515 Lake Wheeler/SMS|Baker Roofing|NC|1.00|1.00|23.00|44062.00|560130810|'Baker Roofing Co.'|baker roofing|false
Wilmington|Baker Roofing|NC|1.00|1.00|29.00|61076.00|560130810|'Baker Roofing Co.'|baker roofing|false
VA Offices Baker Roofing LLC|Baker Roofing|VA|1.00|1.00|182.00|369181.00|541136608|'Baker Roofing Co.'|baker roofing|false
Albany Office|Titan Roofing, Inc.|NY|1.00|2.00|117.00|224381.00|042630303|'Titan Roofing'|titan roofing|false
Syracuse Office|Titan Roofing, Inc.|NY|1.00|2.00|21.00|36353.00|042630303|'Titan Roofing'|titan roofing|false
Newburgh Office|Titan Roofing, Inc|NY|1.00|2.00|12.00|23719.00|042630303|'Titan Roofing'|titan roofing|false
Plattsburgh|Titan Roofing, Inc|NY|1.00|2.00|2.00|3625.00|042630303|'Titan Roofing'|titan roofing|false
New Haven Office|Titan Roofing, Inc.|CT|1.00|2.00|5.00|7174.00|042630303|'Titan Roofing'|titan roofing|false
Springfield Office|Titan Roofing, Inc.|MA|1.00|2.00|74.00|141062.00|042630303|'Titan Roofing'|titan roofing|false
Commonwealth Pier|Titan Roofing, Inc|MA|1.00|2.00|17.00|31119.00|042630303|'Titan Roofing'|titan roofing|false
Worcester|Titan Roofing, Inc.|MA|1.00|2.00|7.00|14315.00|042630303|'Titan Roofing'|titan roofing|false
Quincy Office|Titan Roofing, Inc.|MA|1.00|2.00|87.00|156312.00|042630303|'Titan Roofing'|titan roofing|false
Cedar Hill CSMI|Central States Manufacturing|TX|1.00|2.00|111.00|212861.00|710551254|'Central States Manufacturing'|central states|false
FONTAINE WEATHERPROOFING INC|FONTAINE WEATHERPROOFING INC|CA|1.00|2.00|57.00|109409.00|204014128|'Fontaine Weatherproofing LLC'|fontaine weatherproofing|false
Ferguson Roofing Company Inc|Ferguson Roofing Company Inc.|MO|1.00|1.00|14.00|27300.00|431073200|'Ferguson Roofing Co. Inc.'|ferguson roofing|false
Stonebrook Exterior|Stonebrook Exterior|NE|1.00|2.00|145.00|252176.00|260431159|'Stonebrook Exterior'|stonebrook exterior|false
South Central Roofing, Inc.|South Central Roofing, Inc.|IN|1.00|1.00|17.00|34003.00|352087207|'South Central Roofing Inc.'|south central roofing|false
Silktown Roofing, Inc./Derby CT|Silktown Roofing, Inc.|CT|1.00|2.00|65.00|97469.00|061350674|'Silktown Roofing Inc.'|silktown roofing|false
Silktown Roofing, Inc./Manchester CT|Silktown Roofing, Inc.|CT|1.00|2.00|85.00|180833.00|061350674|'Silktown Roofing Inc.'|silktown roofing|false
Silktown Roofing, Inc.-North/Douglas, MA|Silktown Roofing, Inc.|MA|1.00|2.00|25.00|36857.00|061350674|'Silktown Roofing Inc.'|silktown roofing|false
Chowchilla|CertainTeed Corporation|CA|1.00|2.00|169.00|340505.00|232510893|'CertainTeed LLC'|certainteed|false
Kato Roofing Inc|Kato Roofing Inc|MN|1.00|2.00|34.00|69431.00|411730975|'Kato Roofing Inc.'|kato roofing|false
LLC|Peterson Manufacturing LLC|FL|1.00|1.00|21.00|38602.00|843193744|'Peterson Consulting Group'|peterson|false
DTTP Waller|Goodman Manufacturing Company|TX|1.00|3.00|9857.00|20501790.00||'Goodman Construction LLC'|goodman|false
Goodman Business Unit|Goodman|TX|1.00|3.00|2019.00|423730.00||'Goodman Construction LLC'|goodman|false
Administration Annex|Monarch|NC|1.00|2.00|26.00|50411.00|561326126|'Monarch Consulting Services'|monarch|false
Anderson Road Group Home|Monarch|NC|1.00|1.00|16.00|18277.00|561326126|'Monarch Consulting Services'|monarch|false
Andrea Drive Group Home|Monarch|NC|1.00|1.00|4.00|8525.00|561326126|'Monarch Consulting Services'|monarch|false
Anson Adult Group Home|Monarch|NC|1.00|1.00|7.00|13529.00|561326126|'Monarch Consulting Services'|monarch|false
Ansonville Group Home|Monarch|NC|1.00|1.00|8.00|17026.00|561326126|'Monarch Consulting Services'|monarch|false
Asheboro School Road Group Home|Monarch|NC|1.00|1.00|5.00|9553.00|561326126|'Monarch Consulting Services'|monarch|false
Austin House Group Home|Monarch|NC|1.00|1.00|5.00|7488.00|561326126|'Monarch Consulting Services'|monarch|false
Azalea Gardens Apartments|Monarch|NC|1.00|1.00|1.00|1008.00|561326126|'Monarch Consulting Services'|monarch|false
Beach Club of Dare|Monarch|NC|1.00|1.00|3.00|2405.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Cleveland (West Marion Street)|Monarch|NC|1.00|1.00|13.00|22676.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Davidson (Grimes Blvd)|Monarch|NC|1.00|1.00|17.00|23026.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Forsyth (Cherry Street)|Monarch|NC|1.00|2.00|53.00|85194.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Gaston (Court Drive)|Monarch|NC|1.00|2.00|21.00|39007.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Guilford (Northline Avenue)|Monarch|NC|1.00|2.00|43.00|76657.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Lincoln (McBee Street)|Monarch|NC|1.00|1.00|8.00|16693.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Mecklenburg (Executive Center)|Monarch|NC|1.00|2.00|87.00|177569.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Nash (Tiffany Blvd)|Monarch|NC|1.00|1.00|18.00|35859.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Robeson (Godwin Avenue)|Monarch|NC|1.00|2.00|30.00|59745.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Scotland (McAlpine Lane)|Monarch|NC|1.00|1.00|5.00|7083.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (Ashville Avenue)|Monarch|NC|1.00|1.00|10.00|21901.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (East Holding Avenue)|Monarch|NC|1.00|1.00|2.00|3910.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (Judd Parkway)|Monarch|NC|1.00|1.00|1.00|1667.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wake (Navaho Drive)|Monarch|NC|1.00|2.00|35.00|63203.00|561326126|'Monarch Consulting Services'|monarch|false
Behavioral Health-Wilson (Forest Hills Rd)|Monarch|NC|1.00|1.00|9.00|13696.00|561326126|'Monarch Consulting Services'|monarch|false
Bladen Opportunities Unlimited|Monarch|NC|1.00|1.00|6.00|7541.00|561326126|'Monarch Consulting Services'|monarch|false
Briar Creek Group Home|Monarch|NC|1.00|1.00|3.00|5086.00|561326126|'Monarch Consulting Services'|monarch|false
Brices Creek Road Group Home|Monarch|NC|1.00|1.00|12.00|15798.00|561326126|'Monarch Consulting Services'|monarch|false
Brighter Vision|Monarch|NC|1.00|1.00|2.00|3324.00|561326126|'Monarch Consulting Services'|monarch|false
Buffalo Creek Apartments|Monarch|NC|1.00|1.00|2.00|3874.00|561326126|'Monarch Consulting Services'|monarch|false
Campus Park Drive|Monarch|NC|1.00|1.00|3.00|5889.00|561326126|'Monarch Consulting Services'|monarch|false
Carmel Forest Drive Group Home|Monarch|NC|1.00|1.00|7.00|11231.00|561326126|'Monarch Consulting Services'|monarch|false
Cauthen Drive Group Home|Monarch|NC|1.00|1.00|4.00|7751.00|561326126|'Monarch Consulting Services'|monarch|false
Charlotte Street Group Home|Monarch|NC|1.00|1.00|5.00|10423.00|561326126|'Monarch Consulting Services'|monarch|false
Circle Drive Group Home|Monarch|NC|1.00|1.00|10.00|14535.00|561326126|'Monarch Consulting Services'|monarch|false
Circlewood Drive Group Home|Monarch|NC|1.00|1.00|6.00|9931.00|561326126|'Monarch Consulting Services'|monarch|false
Club Horizon Psychosocial Rehabilitation|Monarch|NC|1.00|1.00|4.00|5437.00|561326126|'Monarch Consulting Services'|monarch|false
Cohen House Group Home|Monarch|NC|1.00|1.00|7.00|11561.00|561326126|'Monarch Consulting Services'|monarch|false
Columbus Industries|Monarch|NC|1.00|1.00|14.00|20230.00|561326126|'Monarch Consulting Services'|monarch|false
Connecticut Avenue Group Home|Monarch|NC|1.00|1.00|5.00|7373.00|561326126|'Monarch Consulting Services'|monarch|false
Corvair Drive Group Home|Monarch|NC|1.00|1.00|4.00|5770.00|561326126|'Monarch Consulting Services'|monarch|false
Creative Arts and Community Center|Monarch|NC|1.00|2.00|56.00|74862.00|561326126|'Monarch Consulting Services'|monarch|false
Dogwood Circle Group Home|Monarch|NC|1.00|1.00|5.00|10653.00|561326126|'Monarch Consulting Services'|monarch|false
Dogwood House Group Home|Monarch|NC|1.00|1.00|19.00|35516.00|561326126|'Monarch Consulting Services'|monarch|false
East Main Group Home|Monarch|NC|1.00|1.00|10.00|13278.00|561326126|'Monarch Consulting Services'|monarch|false
Eklund Apartments|Monarch|NC|1.00|1.00|5.00|9874.00|561326126|'Monarch Consulting Services'|monarch|false
Forsyth Psychosocial Rehabilitation|Monarch|NC|1.00|1.00|3.00|5364.00|561326126|'Monarch Consulting Services'|monarch|false
Fort Bragg Drive Group Home|Monarch|NC|1.00|1.00|3.00|6414.00|561326126|'Monarch Consulting Services'|monarch|false
George Street Group Home|Monarch|NC|1.00|1.00|1.00|1469.00|561326126|'Monarch Consulting Services'|monarch|false
Goodale School and Recovery Community|Monarch|NC|1.00|1.00|19.00|42787.00|561326126|'Monarch Consulting Services'|monarch|false
Grand Oaks Apartments|Monarch|NC|1.00|1.00|3.00|3564.00|561326126|'Monarch Consulting Services'|monarch|false
Green Street Group Home|Monarch|NC|1.00|1.00|3.00|5425.00|561326126|'Monarch Consulting Services'|monarch|false
Greenwood AUP Center|Monarch|NC|1.00|1.00|9.00|15542.00|561326126|'Monarch Consulting Services'|monarch|false
Harnett Psychosocial Rehabilitation|Monarch|NC|1.00|1.00|3.00|4967.00|561326126|'Monarch Consulting Services'|monarch|false
Health Drive Center|Monarch|NC|1.00|2.00|23.00|32244.00|561326126|'Monarch Consulting Services'|monarch|false
Hoke County #1 Group Home|Monarch|NC|1.00|1.00|3.00|5430.00|561326126|'Monarch Consulting Services'|monarch|false
Hoke County #2 Group Home|Monarch|NC|1.00|1.00|3.00|4024.00|561326126|'Monarch Consulting Services'|monarch|false
Hoke Street Group Home|Monarch|NC|1.00|1.00|3.00|6434.00|561326126|'Monarch Consulting Services'|monarch|false
Hope House Group Home|Monarch|NC|1.00|1.00|4.00|7756.00|561326126|'Monarch Consulting Services'|monarch|false
Jones County Group Home|Monarch|NC|1.00|1.00|6.00|11134.00|561326126|'Monarch Consulting Services'|monarch|false
Karen Lane Group Home|Monarch|NC|1.00|1.00|11.00|19083.00|561326126|'Monarch Consulting Services'|monarch|false
Kimberly Road Group Home|Monarch|NC|1.00|1.00|8.00|16956.00|561326126|'Monarch Consulting Services'|monarch|false
Lafayette Group Home|Monarch|NC|1.00|1.00|9.00|9989.00|561326126|'Monarch Consulting Services'|monarch|false
Lake Monroe Group Home|Monarch|NC|1.00|1.00|5.00|5860.00|561326126|'Monarch Consulting Services'|monarch|false
Lighthouse Club of Currituck|Monarch|NC|1.00|1.00|3.00|4578.00|561326126|'Monarch Consulting Services'|monarch|false
Lillian Mill Administration Office|Monarch|NC|1.00|2.00|179.00|363157.00|561326126|'Monarch Consulting Services'|monarch|false
Mainstream Group Home|Monarch|NC|1.00|1.00|7.00|14066.00|561326126|'Monarch Consulting Services'|monarch|false
Mallard Lane Group Home|Monarch|NC|1.00|1.00|13.00|23408.00|561326126|'Monarch Consulting Services'|monarch|false
McAlway Road Group Home|Monarch|NC|1.00|1.00|5.00|6839.00|561326126|'Monarch Consulting Services'|monarch|false
McArthur Apartments|Monarch|NC|1.00|1.00|2.00|2228.00|561326126|'Monarch Consulting Services'|monarch|false
Meadowview Group Home|Monarch|NC|1.00|1.00|9.00|10191.00|561326126|'Monarch Consulting Services'|monarch|false
Middleton Street Group Home|Monarch|NC|1.00|1.00|1.00|1526.00|561326126|'Monarch Consulting Services'|monarch|false
Monarch Behavioral Health Urgent Care|Monarch|NC|1.00|1.00|10.00|20755.00|561326126|'Monarch Consulting Services'|monarch|false
Montgomery Adult Group Home|Monarch|NC|1.00|1.00|6.00|8131.00|561326126|'Monarch Consulting Services'|monarch|false
Montgomery Community Living Skills|Monarch|NC|1.00|1.00|6.00|6481.00|561326126|'Monarch Consulting Services'|monarch|false
Moss I Group Home|Monarch|NC|1.00|1.00|14.00|19392.00|561326126|'Monarch Consulting Services'|monarch|false
Moss II Group Home|Monarch|NC|1.00|1.00|16.00|21147.00|561326126|'Monarch Consulting Services'|monarch|false
Mt. Gilead Children's Home|Monarch|NC|1.00|1.00|11.00|16389.00|561326126|'Monarch Consulting Services'|monarch|false
Myrtlewood Group Home|Monarch|NC|1.00|1.00|12.00|26428.00|561326126|'Monarch Consulting Services'|monarch|false
